"V271_TCGA"	"V843_TCGA"	"V1069_TCGA"	"V680_TCGA"	"V366_TCGA"	"V1313_TCGA"	"V754_TCGA"	"V215_TCGA"	"V1224_TCGA"	"V12_TCGA"	"V1359_TCGA"	"V482_TCGA"	"V1198_TCGA"	"V1170_TCGA"	"V46_TCGA"	"V253_TCGA"	"V1043_TCGA"	"V1233_TCGA"	"V1254_TCGA"	"V964_TCGA"	"V295_TCGA"	"V207_TCGA"	"V1226_TCGA"	"V1185_TCGA"	"V1194_TCGA"	"V609_TCGA"	"V336_TCGA"	"V804_TCGA"	"V269_TCGA"	"V870_TCGA"	"V881_TCGA"	"V286_TCGA"	"V116_TCGA"	"V291_TCGA"	"V426_TCGA"	"V1164_TCGA"	"V1246_TCGA"	"V67_TCGA"	"V579_TCGA"	"V661_TCGA"	"V738_TCGA"	"V425_TCGA"	"V467_TCGA"	"V169_TCGA"	"V923_TCGA"	"V758_TCGA"	"V896_TCGA"	"V479_TCGA"	"V486_TCGA"	"V839_TCGA"	"V1145_TCGA"	"V1132_TCGA"	"V63_TCGA"	"V564_TCGA"	"V1032_TCGA"	"V601_TCGA"	"V523_TCGA"	"V649_TCGA"	"V451_TCGA"	"V413_TCGA"	"V856_TCGA"	"V668_TCGA"	"V814_TCGA"	"V946_TCGA"	"V895_TCGA"	"V986_TCGA"	"V1378_TCGA"	"V516_TCGA"	"V373_TCGA"	"V825_TCGA"	"V567_TCGA"	"V522_TCGA"	"V2_TCGA"	"V82_TCGA"	"V466_TCGA"	"V521_TCGA"	"V1205_TCGA"	"V1204_TCGA"	"V487_TCGA"	"V949_TCGA"	"V840_TCGA"	"V669_TCGA"	"V712_TCGA"	"V788_TCGA"	"V36_TCGA"	"V789_TCGA"	"V1195_TCGA"	"V485_TCGA"	"V786_TCGA"	"V342_TCGA"	"V55_TCGA"	"V540_TCGA"	"V405_TCGA"	"V1326_TCGA"	"V960_TCGA"	"V1119_TCGA"	"V442_TCGA"	"V833_TCGA"	"V139_TCGA"	"V352_TCGA"	"V1366_TCGA"	"V882_TCGA"	"V647_TCGA"	"V511_TCGA"	"V518_TCGA"	"V1112_TCGA"	"V1064_TCGA"	"V240_TCGA"	"V257_TCGA"	"V494_TCGA"	"V887_TCGA"	"V747_TCGA"	"V28_TCGA"	"V305_TCGA"	"V1209_TCGA"	"V1225_TCGA"	"V357_TCGA"	"V455_TCGA"	"V148_TCGA"	"V926_TCGA"	"V1303_TCGA"	"V736_TCGA"	"V773_TCGA"	"V1155_TCGA"	"V8_TCGA"	"V888_TCGA"	"V630_TCGA"	"V659_TCGA"	"V163_TCGA"	"V252_TCGA"	"V777_TCGA"	"V1373_TCGA"	"V898_TCGA"	"V756_TCGA"	"V670_TCGA"	"V593_TCGA"	"V1275_TCGA"	"V394_TCGA"	"V1116_TCGA"	"V1002_TCGA"	"V143_TCGA"	"V360_TCGA"	"V1061_TCGA"	"V1108_TCGA"	"V220_TCGA"	"V671_TCGA"	"V131_TCGA"	"V146_TCGA"	"V464_TCGA"	"V1117_TCGA"	"V458_TCGA"
"GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	0	-4.82163733276644e-17	0	0	-0.760192229382455	-0.776290099973374	0	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-0.617792279244571	4.82163733276644e-17	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	0	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	-1.69130049660196	0	4.82163733276644e-17	1.05144078631108	0	0	0	4.82163733276644e-17	-0.832046721096706	0	0	0	0	0	-0.73207682595054	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0.749116858933761	0	0	0.727940742075323	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	0.921114454352217	-1.82381465007656	0.810784232057055	-4.82163733276644e-17	0	-4.82163733276644e-17	-4.38194689918565	-3.25745210857613	0	0	4.82163733276644e-17	0.740495559395625	-3.33462330319504	0	-4.82163733276644e-17	-2.69827741004125	1.43535190248178	0	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0
"GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	0	0	0	0	-0.863064588577595	-0.879517920228328	4.82163733276644e-17	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	-9.64327466553287e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	0	-4.82163733276644e-17	0	0	0	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	-4.82163733276644e-17	-1.90711235254175	-4.82163733276644e-17	0	1.15893815984434	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	-0.834290958609139	-4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0.851735759256035	0	0	0.830053830313952	4.82163733276644e-17	0	0	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.73216919034976	-3.60067257055952	4.82163733276644e-17	0	0	0.842911957916642	-3.79324644535506	0	0	0	0.6759815564489	0	0	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0
"GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS"	-0.768605443805145	0.812476746319127	0	-0.569397219062534	-1.48373069849077	-0.619226821820506	0	-4.82163733276644e-17	-4.82163733276644e-17	1.74042347776687	0	4.82163733276644e-17	2.29191257641555	4.82163733276644e-17	-4.82163733276644e-17	0.909485584167567	0	0	0	0	0	1.21621219168715	0	-1.20703711140112	-1.03277409238162	0.529663151845462	-4.82163733276644e-17	0	0	4.82163733276644e-17	-0.513154938714738	4.82163733276644e-17	0	0	0	0	0	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	1.25842478156314	0.533073876523513	0.534793432832666	0	0	0	0	0	0	0	4.82163733276644e-17	0	0	0	0	0	0	4.82163733276644e-17	0	0	-1.36344278198114	0	0	0.885144461654946	0	0	0	-4.82163733276644e-17	-1.6280295651045	0	-0.567478506699552	0	-4.82163733276644e-17	1.52078846113351	-1.42729007276899	0	0.632958480282837	0	0	0	0	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	-0.797261233241325	-4.82163733276644e-17	4.82163733276644e-17	0.593361208982995	0	4.82163733276644e-17	0.573269503567298	-4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	1.68509345592692	0.65218666214947	0	4.82163733276644e-17	0	-3.8431208779088	-2.73396913627654	0	0	0.427338350288366	0.585174250118716	-2.6504440498323	-4.82163733276644e-17	0	-0.495975610368595	0.433379164746708	0	1.88759748650697	0	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	2.25432523430898	2.55203122575586	0.801006504597397	0.812476746319127	0	0	-1.04682455800772	0	0.571327510759247
"GO_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS"	-4.82163733276644e-17	0	0	-0.674273721022779	-1.70978476066062	-0.725991276662996	0	0	0	1.97177884306256	0	0	2.53019132548405	0	0	1.02335446772752	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	1.43441319476037	0	-1.42491352762723	-1.14838042580493	0.632827776115997	0	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0.58809282410539	0.452098437284321	-4.82163733276644e-17	0	4.82163733276644e-17	0.638190438179573	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	-1.58631936416164	0	0	0.998602049128254	-4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	-1.65191735988901	0	0	4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	-0.909001401466155	0	0	0.699179022005154	-4.82163733276644e-17	0	0.67830252032537	4.82163733276644e-17	0	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	-4.21061222661168	-3.09031025477623	0	-4.82163733276644e-17	0.525026100517339	0.690677700259967	-3.11411654191644	4.82163733276644e-17	-4.82163733276644e-17	0	0.531441027205593	0	0.909001401466155	0	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0	0	0	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17
"GO_GTP_METABOLIC_PROCESS"	-4.82163733276644e-17	0	0	-0.706529803133788	-3.00624116758136	-0.758726867841092	1.19760640983756	0	-1.05278778061936	0.870005858850164	0	0	4.82163733276644e-17	0	0	-1.48251111910975	0.677434360300646	0.702507707019136	0	-0.702507707019136	0	-4.82163733276644e-17	0.716790626134339	-4.82163733276644e-17	0.585138922272667	-4.82163733276644e-17	0	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0.749481143120069	0	0.765819857509332	4.82163733276644e-17	0.718879035068531	1.5068891387014	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	4.82163733276644e-17	4.82163733276644e-17	-0.806174636507414	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0.683062357309406	1.03302909821004	0	0.673732540629371	0	0	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	-0.714714469542586	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0	0	0.747206327916269	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-0.819751648885304	0.731674319262526	0	0	0.710598396659433	0	-0.675578496988582	-0.725219104412448	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0.758726867841092	0	0	-4.32220664552169	-1.9049899173036	0.704513003083003	0.511056482617702	4.82163733276644e-17	0.723093139209295	-0.4884563951694	-0.546549443688675	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	-0.648878811045186	-0.725219104412448	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	0
"GO_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY"	0	0	-4.82163733276644e-17	-0.80303935197975	-1.98509712195439	-0.856448367475055	0	0	4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0.713446492684883	0.569996345518291	-4.82163733276644e-17	0	0	0.765626450982029	0	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	1.13501105979983	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-0.811425384919727	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0.828788718359314	0	-4.82163733276644e-17	0.807208597482022	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	1.00335941218629	-1.91041173610871	0.891512183099459	-4.82163733276644e-17	0	0	-4.65394605851531	-2.11292566871312	0.800972249411687	0	4.82163733276644e-17	0.820005671373868	-0.57750046493641	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0	0	0	0	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	0
"GO_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS"	0	4.82163733276644e-17	-4.82163733276644e-17	-1.1528342930117	-1.22280462954114	-0.497093027478156	4.82163733276644e-17	-0.381999706599702	0	1.4710009529143	-0.494982968561723	4.82163733276644e-17	3.35162722713935	-0.903392838382549	-4.82163733276644e-17	0.776064574558082	0	-4.82163733276644e-17	-0.422791888985929	4.82163733276644e-17	0	0.967791597909071	4.82163733276644e-17	-0.959131218657959	-0.89656370211816	1.07217597491369	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0.488741277322943	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0.373740872574275	0.258448750968749	4.82163733276644e-17	0	0	0.417938616885104	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-1.10758862264021	-4.82163733276644e-17	-4.82163733276644e-17	0.752382157566199	-0.823011024084945	0	0	-4.82163733276644e-17	-0.547673494626003	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-1.16864339549141	0	0	0	0	0	0	-4.82163733276644e-17	-1.19309293258429	0	0.44311196899286	0	0.486689634632084	-4.82163733276644e-17	-1.61441862982599	-0.653151641019891	-4.82163733276644e-17	0.47271623648277	0	-4.82163733276644e-17	1.16069116961203	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0	0	0.629820675411575	-1.50679459613143	1.32069391048464	0	0	4.82163733276644e-17	-3.41114853900874	-3.43158593366945	0	-4.82163733276644e-17	0.864081751988615	0.465022864401701	-2.12426559959499	-0.311880447231874	-1.69629079065649	-1.79271722462577	1.59082900213362	0	0.667242645584359	0	-4.82163733276644e-17	0	0	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	1.07217597491369	1.29608289503891	0	-4.82163733276644e-17
"GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	-0.451529795495488	0.490289215769014	-4.82163733276644e-17	-2.21125140762476	-0.845077190057352	-0.324438880919925	0.704951417291771	-0.227221919035303	0	1.07361784808769	-0.869208126431787	1.11545851713548	2.69970522459472	-0.698310144446048	0	0.577775790080452	0	0.774980912086209	-0.728671564763729	-4.82163733276644e-17	0.74766949608993	0.618567993307759	0.799761727022495	-1.15825188177646	2.48233080206534	1.3197782203385	0	0	4.82163733276644e-17	0	-0.240249174948694	0	0.368841283634322	0	0.317193969372119	4.82163733276644e-17	0	0	0.293538773398246	0.997515520367597	-4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	-0.201319994569516	4.82163733276644e-17	1.02810444677559	-4.82163733276644e-17	0	0.633942632869124	4.82163733276644e-17	0	0.906175541453435	0.255584003147537	0.719268169545166	0	-0.243968125445675	0	0	0.467051212889678	-0.436818090567984	0.406983421757919	0	0	0.199185001151844	0	0	0.251633307855837	0	4.82163733276644e-17	0	0	-0.741485470626784	0.229521935351507	0	1.37724678793651	-0.621961565169215	0	-0.281098093974942	0	-1.73970249292454	4.82163733276644e-17	-0.282613609008306	4.82163733276644e-17	-0.290359527976278	0.877487363230058	-0.796150519646062	0	0.335751857342901	4.82163733276644e-17	0	0	0	0	-0.818188863998521	0	0.278099777569721	-4.82163733276644e-17	0.315418246994879	4.82163733276644e-17	-1.20827668519263	-0.463878629854461	0	0.303367457651345	4.82163733276644e-17	-0.201282357357101	0.789000205960203	-4.82163733276644e-17	-0.260979375277153	0	0.198948829431417	0	0	0	4.82163733276644e-17	1.1342641007574	-1.28733494137213	2.54887003499497	0	4.82163733276644e-17	4.82163733276644e-17	-2.7577609632435	-2.58982191478525	4.82163733276644e-17	0.195674338852291	0.52979174830169	0.296765784527463	-1.38092172514321	0	-1.47519393157764	-2.69937931346714	1.65671150094031	0	1.20827668519263	0	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0	1.55205777181852	1.54344757619675	0.480102374971774	0.490289215769014	0	0.710036576946374	0.911860579541315	-4.82163733276644e-17	-0.84221532039317
"GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS"	-0.600630012285186	0.642357907778413	0	-1.07538230518802	-1.14422424240492	-0.460675796663458	0	0	0	1.38919214961083	0	4.82163733276644e-17	1.92526352583405	0	-4.82163733276644e-17	0.735390852733407	0	0.411428922071191	-0.388206835802884	4.82163733276644e-17	0.912801818181004	0.893935354888048	-0.55785598114457	-0.88546865993336	1.54378755578091	0.996172431621096	0	0	0	0	-0.363995445858184	4.82163733276644e-17	0.510221254781144	0	0	0	0	0	0	-0.38979899979917	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	1.20017564154131	0	0	0	-4.82163733276644e-17	0	1.07582351405712	0.381934626496835	0.38348839809177	0	-0.36836181087267	0	0	0.617383423590949	-0.58469326807704	0.552187974923485	0	0	4.82163733276644e-17	0	0	0.377329167155554	4.82163733276644e-17	0	-4.82163733276644e-17	0	-1.03092835977038	-4.82163733276644e-17	-4.82163733276644e-17	1.70755877042625	-0.781884478871128	0	-0.411428922071191	0	-2.22656387066732	4.82163733276644e-17	-0.413168159768603	4.82163733276644e-17	-4.82163733276644e-17	1.17934091939639	-1.09092661591237	0	0.473378158522568	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0.407983982667483	-4.82163733276644e-17	0.450504928129924	0	-0.627858845959546	4.82163733276644e-17	0	0.436855381894052	-4.82163733276644e-17	0	0.418454367139754	0	-0.388206835802884	0	-4.82163733276644e-17	0	0	0	0	0.59097445223001	1.33607478492383	2.16312235757366	0	0	0	-3.27860932641707	-3.25894587631158	-4.82163733276644e-17	0	0.288124028849956	0.429346187235589	-1.9677015522139	0	-1.65190379649704	-2.54453213514512	0.80470814402795	0.315771555090602	1.53117805317696	0	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	1.88842914592056	2.01917398162804	0.63142519031008	0.642357907778413	0	0.378855099663652	-0.868509208213416	0	0.416680761468481
"GO_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS"	0	4.82163733276644e-17	0	-1.86301433981574	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0.947668727982009	-0.832344652462385	2.25261271846368	1.22357873171912	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-0.967384937844912	1.04135901671809	0	1.3244529006167	1.65790427845396	1.88467392079662	-1.64815732241545	2.74416682173918	0.738791192974698	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	0	-4.82163733276644e-17	0	0.692453892416555	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0.74433281329359	0	0	0	0	0	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0	0	0.73696284923993	4.82163733276644e-17	0	0	-4.82163733276644e-17	-1.81336676262773	0	0	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-0.891146813179036	-4.82163733276644e-17	0	0	0	0	0	0	0.849289578942669	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	0.869639687427593	0	0	-4.82163733276644e-17	0	-0.880240999351941	0	0	0	-4.82163733276644e-17	-1.39385385392695	-4.82163733276644e-17	4.82163733276644e-17	-0.702238776206824	1.55423166818071	0	0	4.82163733276644e-17	0	0	0	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0
