"V299"	"V95"	"V211"	"V327"	"V306"	"V300"	"V84"	"V173"	"V92"	"V85"	"V100"	"V413"	"V171"	"V189"	"V252"	"V270"	"V382"	"V259"	"V463"	"V294"	"V72"	"V461"	"V161"	"V91"	"V396"	"V208"	"V358"	"V177"	"V460"	"V162"	"V462"	"V350"	"V405"	"V207"	"V22"	"V341"	"V43"	"V291"	"V166"	"V126"	"V329"	"V11"	"V71"	"V44"	"V24"	"V180"	"V311"	"V265"	"V367"	"V392"	"V175"	"V310"	"V21"	"V200"	"V275"	"V346"	"V216"	"V320"	"V30"	"V420"	"V372"	"V118"	"V63"	"V154"	"V258"	"V266"	"V268"	"V55"	"V160"	"V332"	"V344"	"V448"	"V447"	"V436"	"V182"	"V376"	"V352"	"V18"	"V357"	"V12"	"V13"	"V439"	"V28"	"V164"	"V280"	"V466"	"V404"	"V269"	"V80"	"V241"	"V197"	"V36"	"V183"	"V411"	"V10"	"V102"	"V116"	"V79"	"V186"	"V155"	"V119"	"V387"	"V156"	"V90"	"V349"	"V150"	"V412"	"V383"	"V381"	"V414"	"V364"	"V432"	"V260"	"V289"	"V172"	"V2"	"V273"	"V455"	"V81"	"V176"	"V459"	"V465"	"V33"	"V281"	"V227"	"V17"	"V218"	"V190"	"V142"	"V32"	"V9"	"V170"	"V416"	"V393"	"V418"
"NIECE_p_NCLE_RNA3_HG.U133_Plus_2_D09_296078.CEL"	0.111744698231227	0.0617951449427966	0.0817358607595503	0.069736118405514	0.555585454845099	0.0346609386565555	0.0187654466318184	0.0244756642373002	-0.0087724761371144	0.0178445298363406	-0.00251709954512426	0.0141816721749444	0.00284680514634426	0.0987473922191844	-0.137533869720806	-0.0109447220141717	0.000908806888211577	-0.00302946502834863	0.00521851089494034	-0.00678316600546089	0.00822682422994614	0.023968551787572	0.0446712783438898	0.0541365256741616	0.0752217626001774	0.00209468080432537	0.0167121240451827	0.0454199648550163	0.00544022010287632	-0.00705109050432314	-0.00415581317673741	0.00870359464549442	0.0233183719379807	0.0763237281397346	-0.0143554802436179	0.0105281671458496	0.0103127356987802	0.0229342858779197	0.00518332760036342	0.0382995888076351	0.115968154299068	-0.0200990798606225	0.0146297831367288	0.0172879307827266	0.00789516363022153	-0.0116656296629333	-0.0157617151445007	2.44297179318364e-05	-0.0149681378841313	0.00670975628181227	-0.015700212016104	-0.0144454030335452	-0.019696387847646	-0.000158820231898814	-0.0122853730394603	0.00620389755553708	-0.0181444417124371	0.0134396907211286	-0.0345504532576575	0.00790648926355917	-0.00416731764957444	-0.00211087449941907	-0.0155563570992424	-0.00163756856959827	0.00102907014363712	-0.0050630677777748	-0.000277877466814442	0.00634478857681972	-0.00848051364265957	0.00427018680656946	-0.0370010297385799	0.0123730355896757	-0.0311900481328736	0.00155383327594205	0.00879622490712331	-0.0345301352232977	-0.00354248663523481	-0.0766084497449681	0.00985827386535202	0.0994466165212801	0.0112457683833584	0.0354517855711013	-0.0299031136269905	-0.0187596736704079	0.0549870885033182	0.0242417989748354	-0.0221435713291344	-0.0156469031992668	-0.0531326163944627	-0.0255101658362785	-0.12859384715749	-0.0448708107585808	-0.117798203711263	-0.0921694558611085	-0.0312814852681456	-0.0498632196738177	0.00968403131705061	0.0426962235412286	0.00406044379975089	-0.00585039591621435	-0.0231513131180493	0.00570702890160556	-0.0185432321852042	-0.0177453175569581	-0.00247667040965195	0.011234204615163	-0.00719411871483631	-0.0617607484655484	-0.107389930504677	-0.0720252584765729	0.0407680650027235	0.0165914930421053	0.00537007092038914	0.0189610795178334	0.014181170157244	-0.00261805834053494	0.0269899578701304	0.019003130902892	0.0232507249064369	0.0301253939335609	-0.0143586686086196	0.00619974823826441	0.0233945799335845	0.0194978293728387	0.00997512098830101	0.0107328123307345	-0.0219089843673337	-0.000792439408502925	0.000229951511890812	0.00350171784926945	0.0486004856812393	0.0111456418983787	-0.00315624021568038	-0.0217075033423892	-0.0433708949535963
"MAKER_p_NCLE_RNA7_HG.U133_Plus_2_H04_454728.CEL"	0.134305918935375	0.128424358087482	0.0841991207884152	0.124461227692208	0.468145097578309	0.0709460782501568	0.0112626945511907	0.0198044889742675	-0.00722635224498438	0.0239974730289139	0.002621767416656	-0.00376236906661041	0.00590512550249214	-0.0201456467002036	-0.0117314224734574	0.0446229577849775	-0.0199611776995832	-0.0172783014837679	-0.00226016118858002	-0.00360362136232639	0.0365264714836454	0.0147645567563128	0.0563519985886644	0.0606218968962716	0.0963053434511664	0.00607472679064057	0.0213105885569674	0.0257444779309916	0.014376429030526	0.0292495296959424	0.00524684012366909	0.00393823557182035	0.0126026986414394	0.0153514641126041	0.0229213431235631	0.0172760613888162	0.00482291774993793	0.0310610155096485	0.0145792342436428	0.083281843997799	0.0680925377002507	0.0262411088725261	0.00285116463247861	0.00128172128112232	0.0053632335360798	-0.0297288034498233	-0.0202019966298349	0.0215713900096921	-0.0228958504954325	-0.0302119866147084	-0.0196739117506223	0.0147988967128325	-0.0181107195015077	0.000571798898431967	-0.00358667369583041	0.00560886558118792	0.0167794626763205	0.0101052079732261	-0.0174442205972688	-0.00514555181584174	-0.0172761521922802	-0.016282770679522	-0.0284083597305297	-0.00701466435644157	-0.00388329135460688	0.00250199329546463	0.00290236619285346	-0.000390489536391671	-0.0204319892431551	-0.00602621392533053	-0.0396826796919589	0.0243977774018404	-9.86476953844058e-05	0.0180986854523381	0.00128867017393135	-0.00530511853819043	-0.0180230121152263	-0.0147022269316307	0.00231594045991874	0.115298399517297	0.00914420242432488	0.0184591262113887	-0.005030338201336	-0.0181224078765873	0.0147164003512111	-0.0228592544707478	0.0265447592119842	-0.0438447949140129	-0.0101081744351135	-0.010029772952504	0.0120512907431697	-0.0287692467816908	0.0137053377392224	-0.0849466391663358	-0.05452476068307	-0.0454689055028325	-0.0419469735211823	0.0790613220976341	0.153709599198148	-0.0142117392131493	-0.0276686174119317	-0.0451749968144896	-0.00915646583258212	-0.0134314130287351	-0.0180375437710103	-0.00530646801883936	-0.019018170205633	-0.0611707838804044	-0.10967531171246	-0.0612053078735857	-0.0367730303179531	0.034518189939982	-0.0423574690528308	-0.00386017704636986	-0.000168220316452516	0.0229417287028403	-0.013031184808348	-0.00705616139313368	0.0242338259162288	0.0365637414916546	-0.0123350726291057	0.0172533899721988	-0.00760771960213477	-0.000697585160555896	0.0158313942401835	0.00775301894837222	-0.00952038908152876	0.0202303292337815	-0.00057778661562789	-0.0122903068490268	0.0418953757768816	-0.0388363752283074	-0.0216625491040481	-0.0283226461653038	-0.0186434462120337
"BITTS_p_NCLE_RNA12_HG.U133_Plus_2_D04_698920.CEL"	0.204562287077032	0.163711145146693	0.0854412731120425	0.0645959690298798	0.802070641051856	0.0374517780967998	0.0206816264842505	0.0161774806151266	0.0223235173264515	0.0209168909990703	0.00247827806697834	0.0271863322486949	-0.000554378120235812	0.0447929241398897	0.0404310563979796	0.0195542979886851	0.00473577058149173	-0.146899611533028	-0.0137604105050443	0.024492696547323	0.0572636332267834	0.00408940369583998	0.0453318688730539	0.027903171285087	0.0660013481262577	0.0179337923690087	0.00952065450052136	0.025699122607449	0.00553730175387755	-0.00134822964328838	-0.0157869278207867	-0.00699531521933132	0.00668749546594478	0.0337017509037261	-0.00124433252301928	0.00459939779835908	-0.0301411632095806	0.0107448545831185	0.00972780482450396	0.0162210821710354	-0.0429430114150032	-0.0234882086386745	0.0190349763750094	-0.00507798631253493	0.00257101247047552	-0.0148046761715489	-0.0217913948508056	-0.00925247354823561	-0.0115502967877234	-0.0105861400427516	-0.0357539471884388	-0.0217652845976489	-0.0369714453176066	-0.010957114130513	-0.00772143691289856	-0.00658440510076694	0.0053249042529266	0.00710788603444769	-0.0220810215995511	0.00337911383977261	-0.0236444597358004	-0.0321317072234083	-0.0323597632776268	0.0180883563234471	-0.00404351487136183	-0.000746978996975862	0.0106287011851006	-0.0181500706528053	-0.0284893260816344	0.00317508467324432	0.132942291015711	-0.0141807484364859	-0.0589537077497355	0.00788908297338712	-0.000675092216404173	-0.0542536271813804	0.0206048897753707	-0.00350232248425044	-0.00436631712400249	0.120756116479625	-0.0427753548375135	0.0127091883602422	-0.0113765734235514	-0.0244318562192171	-0.0468472368037957	-0.0571456426821699	-0.0364969658154621	-0.0346023447698953	-0.0562935808724677	-0.0723948801937184	0.0122305361802699	-0.0300941623183513	-0.0278803545042289	0.0180632656877296	-0.101954654057272	-0.0410293307369272	-0.0445277470394683	-0.0476116543580696	0.0285536318740563	-0.044973335705481	0.00638082930837755	0.0214239110625252	-3.92880454619984e-05	0.00460579793690563	-0.00977145585010691	0.0136144081921352	-0.0141054817729768	-0.0696633699539277	-0.138843170526813	-0.0496226115479356	0.00655698889716091	0.0195850613445718	0.0110464363346906	-0.01600646015095	0.0136098080154607	-0.00774412976221891	0.00215244485053278	0.0136513752723239	0.00957517725354082	0.0247650305805448	-0.0373434910558416	-0.00132480208621282	-0.00472520135140733	0.00856754298038712	0.0101114529630217	0.000593919612245368	-0.00967678292896175	-0.000984035004430744	-0.000703035408919631	-0.0198090597025912	0.0560037894389582	0.0492672484281187	0.00998410535888543	-0.0333888544811837	-0.0484374185843865
"MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C06_454620.CEL"	0.0857379815138342	0.112431731932842	0.0937468467170625	0.0850530841959474	0.588605354218068	0.0342501639467786	-0.00930206152408718	0.0119747149647308	0.0144782554148792	0.0152706256725742	-0.00131257716533496	-0.0198112155198809	-0.00927085445183052	-0.0407210180214842	0.0359571771742764	0.00232545333852487	0.00604605874015856	-0.125358354593811	-0.00668963156326093	0.0149402095056883	0.0349896557506666	0.0076306111604618	0.0388563790975908	0.0369410922321802	0.0721833696381391	0.0177027538679847	0.0191051620187127	0.0243794539151377	0.0245230011445801	0.00416390680174178	-0.0173692945125856	-0.0134012644526152	0.0437185410610794	0.062848613425971	0.022820947325848	0.0199952678739455	-0.00219394071924764	0.0107581061388283	0.0258716112528019	0.024785281142608	0.0843472447322274	0.0407589287227746	0.0219970195298606	-0.0113146722684761	-0.0137571044127051	-0.0020609560512529	-0.0059649941613961	0.00351272940912558	-0.00778561087426822	-0.0107063439546849	-0.0166947766708761	0.00917124897092098	-0.011969756025834	0.0168341574857725	-0.00197740657985831	0.0139205062106709	-0.00329425402557736	0.00296603660620388	0.00468605891802962	0.00354729312019935	0.0166855511545335	-0.00783673903262144	-0.0152491682792963	-0.0150481555511007	-0.020643191827663	-0.00821075474306614	-0.00619674218142205	0.0126839763702562	-0.000880321384435127	-0.00246992367523648	0.0638157143786728	0.0107578071058247	-0.0364294590941677	0.0140068848613834	-0.00496573936316291	-0.0189666826391978	-0.00248662881265758	-0.077712343944512	-0.0184833631983647	0.122023271984169	-0.020906749451332	0.0030966665526798	-0.00191900975361822	-0.0331449643601546	0.0231241204126517	-0.0178250527426199	-0.0472749516436366	-0.0227004348420775	-0.030520534875559	-0.0450077952703387	-0.00251897395426795	-0.00537543271976548	-0.0393942958668219	-0.0899849295800074	-0.0466839520988028	-0.0433420052223029	0.00129272590349991	-0.0122548567927538	0.136410482219443	-0.010824419963408	-0.00622531603873771	0.00937614715303263	-0.0305959323135419	5.92098319694068e-05	-0.00262625867779485	0.0249887453734028	0.0140250065814087	-0.0526037801480273	-0.137372500105882	-0.0517210220006361	0.0326994914180743	0.0013294227400757	0.0473308654878161	0.00034413442812531	0.00786402744551679	0.0396081317120702	0.013403488417169	0.00395690931328794	0.0218737850594674	0.0223396727042909	-0.00143882528176997	-0.0139806977878933	0.000844202654532992	0.0144174509553376	-0.0138856103409	0.00591510823822926	0.0116184189244642	-0.0288418691420773	-0.0178818219658415	-0.0130932872951797	0.0510895676579842	0.0312460350207061	-0.000407898710553489	-0.0262904032102956	-0.0404645989391189
"AGENT_p_NCLE_RNA6_HG.U133_Plus_2_C06_436538.CEL"	0.125297729080536	0.150584738108392	0.0648201189307783	0.0739974771963026	0.609541318358171	0.0412647255821065	-0.00343497950986342	0.0331792607334299	0.0088775205347387	0.0201813767951021	0.00967127337118984	-0.00392291269877431	0.000983850456232892	-0.00764721306794023	0.0181673523313883	-0.0200144857044566	0.0136887386238736	-0.130462363664553	-0.0503383985187288	-0.0156206032132468	0.0169849209729836	0.0285044838953421	0.056007806688863	0.0481770792301829	0.0564880456460027	5.98943360377073e-05	0.0253399848738971	0.0544820109981045	0.0215293309548804	-0.024231289237175	-0.0277153276680328	-0.00100248759765112	-0.0242540383148809	0.0366037474550687	0.0325081263909174	0.0266999632184564	-0.00483082316985804	0.00223941504391947	0.0139949636966457	-0.00481973633094044	-0.0765131340667715	0.0142634729180274	0.0164876124463271	0.00227348473840124	-0.00593203122851991	0.00597589330334238	-0.0128654681531906	0.00233577375125957	-0.0134108642865941	-0.0499404791931052	-0.0155805059782645	-0.00754630982662097	-0.0133540244376509	-0.0127137116707379	-0.0357147911472279	-0.00373983229613893	-0.0127043997118959	0.0134694591014551	-0.00800475123321651	-0.0186015465859966	-0.00431625719874248	-0.0274153097651785	-0.0275263540781227	0.0103468632456021	0.0156520809224943	-0.00387460718400274	0.017395295031916	-0.00981627684751545	-0.0217479805436125	-0.00482051493878202	0.0692505660607254	-0.00900537130925791	-0.0465137638206631	0.0195199207079792	0.00987990620542736	-0.0418056062753807	-0.0239044938551324	0.029995702296407	-0.0129688698589109	0.118831146501435	0.00215875560340285	0.00459134099318864	-0.015242372357045	-0.0292793416900751	-0.00321071651104827	-0.0375810547002584	-0.0180942102757588	-0.0242419661208132	-0.038862765782081	-0.0101044008124119	-0.0430877045342924	-0.0384865621328332	0.00534262463075539	-0.102248844458256	-0.00913889256545524	0.00346022651519983	-0.0148735646584333	0.0153225451475722	0.188023914297121	0.0107958354787389	-0.0202231746039915	-0.00358805661836801	-0.00249428326838145	-0.00272762446416113	0.00901928944032982	0.0212775605570207	0.00728926082536312	-0.0613401209442369	-0.10293879773657	-0.0315579683075379	-0.0141262754684266	0.00780700207092682	-0.0026670909564712	0.0134611790743058	-0.00412174887397056	0.0104612888493768	0.00227746897285928	-0.00494932720825066	0.0366085542882973	0.0144049811308085	-0.0157018883569355	0.0209994817102356	0.00656535308646435	0.0296540260658271	0.0204946189166663	0.00108451321787155	-0.0165234847285481	0.0151058436267642	-0.0215288331505688	-0.0132277343405211	0.0460921502954074	-0.0044413104865221	-0.00731472807107254	-0.0341968305363041	-0.0435840004047776
"MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A05_454774.CEL"	0.184264379618133	0.13329916505562	0.0856619213736447	0.118084406603223	0.636185634540875	0.0824392178232178	0.0192976758383162	0.0157633680707638	0.0198126856002193	0.0255880655107528	-0.00666928040746596	-0.00781488545557638	-0.00163217234450755	-0.0407176493010235	0.016528591725904	-0.0226670402310669	0.0119015007168572	-0.177105507526638	-0.0215264947413993	0.00692393796198405	0.0197715690251151	0.0553677934846601	0.063970098796384	0.0565514086288193	0.0917803932095095	-0.00170444350464034	0.0186875745647734	0.0572054236137426	0.0278877988169581	-0.0173851034417746	0.00155576202536608	0.0266999535566132	-0.0154602903532425	0.059522069760459	0.0383555164857569	0.0261364694885115	0.0045386495055617	0.000822787438864059	0.0178826113272064	0.0302171879186432	-0.0105030340699126	0.0130296186676199	0.0107821309270834	0.0062330377554544	-0.0104628176297552	0.0107320444211888	-0.0102648815974602	0.0130830700074821	-0.0157946840743448	-0.0331714895075955	-0.0296444489376059	-0.0113436016339237	-0.0166422518311603	0.0134326108662921	-0.0041384880724526	0.00970650992707174	-0.0156963973930992	0.0137231262188198	0.0123098531265498	0.00181742088508706	0.0138875820583534	-0.0217484666805303	-0.0278650401120309	-0.00135446880002031	-0.0137308847210637	0.0077069462953292	0.00759349375156791	0.0114034479155558	-0.00766635912031924	-0.012216057565132	0.1085562280855	0.0128139053009049	-0.072597431734108	0.0234694580525442	0.00574974602813778	-0.0141098646728277	-0.00947440346562527	-0.0433289971633857	-0.0165174435736069	0.120211117565348	-0.0173910436733624	0.0102072844081265	-0.0223566371878375	-0.0293149142390319	-0.00714998674773189	-0.0527101812427588	-0.0160384347458411	-0.0345440919354763	-0.0571262886954454	-0.0146824029618842	-0.0174137334431477	-0.0433693882767432	-0.0330530554149448	-0.0696304646480201	0.0132173827162244	-0.00967741684129439	-0.00681686223922176	-0.0074529265022802	0.139553584360719	0.00788971366943543	-0.00907722197479592	-0.00266132365823367	-0.0245474045006769	-0.00634035794702367	0.0018215213183567	0.0301971857613792	-0.00136211152606173	-0.0908518473160912	-0.16007403564565	-0.0796097880184554	0.0222169330497418	0.0145878806453397	0.00849272611035896	0.000326673384690996	-0.00999647684858624	0.00538031335075526	0.0129967719670586	0.0079054952657583	0.0176097237490377	0.0201327680910887	-0.0197562982494466	0.0130648629574165	0.00254864557586743	0.0339675988435822	0.00686130330508062	-0.0190585941323972	-0.029245486138415	-0.00429791488950702	-0.0149963863462259	-0.0104567785567744	0.0521148791725349	-0.0029985303674625	0.00894816535044271	-0.030542581514453	-0.0577989203935292
"WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B04_474582.CEL"	0.0946806973927855	0.0409296795437529	0.0562536268468448	0.0364019936495285	0.338070525938676	0.041645992690468	-0.0270294386633733	-0.00461056964587112	-0.00893859499726502	0.0294229465620094	0.0150876907392188	-0.0192810026346219	0.0198115270987432	-0.0153946468315971	0.0011570320615461	0.0882198683581993	-0.0157017702454482	-0.0524530241313268	-0.0343787183828362	0.000863654118117163	0.0446730458228082	0.0304211341382621	0.0373444471698461	0.0398295997416584	0.0566194096253624	0.0103399822653476	-0.0127883120498491	-0.00807815008295294	0.0101225690437544	-0.000291251575936819	0.0180237530476326	-0.0132077899876119	0.0855871991553527	-0.0741244371105925	0.0257165220633301	0.0041419227273337	-0.0167883911416953	0.0165189276895524	0.0190704040026975	0.0556152250232939	0.0665928422042853	0.00583164124082801	0.0137456786040995	0.00426545053647357	-0.00629826541358223	-0.0252653825899736	-0.0300265888087316	0.00287577022237105	-0.0206534449044377	-0.0134009171106321	-0.0103994921763512	-0.0150587727652199	-0.0197056421910039	0.0146824855972359	-0.0189271452792471	-0.00146376472259931	0.0180909250168922	0.00943478880682261	-0.00594925384678877	-0.0347451174273986	-0.00802433629063627	0.00734975538995168	-0.0298346638741091	-0.00309695692581525	0.0143348787023242	-0.0240387503426263	0.0028498236271999	-0.0152405918903268	5.43926186591468e-06	-0.0110386611577662	0.0259629670783184	-0.0275041366761265	-0.030900644499983	0.0246833407489477	0.0341528831142558	0.0117966787221176	0.00271106466445925	-0.0700501086625001	-0.0279935699151165	0.122832057276519	-0.0196397383408835	0.0327741297021593	-0.0116368801887656	0.0160209803596175	-0.0117261267937799	-0.00794721470079899	-0.0211152218276225	-0.0264516142557623	-0.00389049891046185	-0.0288280004338784	-0.00554451806418342	-0.0414109142239278	-0.0139912825029427	0.0447118551054015	-0.00943916490780892	0.0173476002018392	0.00900338463913628	0.0137453207671047	-0.21722196694189	0.0330675250776934	-0.0220196598776522	0.00962539728919827	-0.0332453703390553	-0.00545519820523841	-0.00461631570591395	0.0271952539920528	0.0152006190135369	-0.0310036680437587	-0.0556793469634824	-0.0618185421536042	0.013527716496509	0.0168835836132759	0.00640576267946645	-0.0139047154607574	0.00150441870455636	0.0219266062326112	-0.0209844035953249	-0.00440670293382235	0.000840714550868798	0.0216394055107387	0.00232756112891293	0.0211683566782638	-0.00555763589024974	-4.1211426122963e-05	-0.0115133182264091	0.020807472481375	-0.028834428922878	0.00391547699002322	0.0027111370667185	0.00924496943519557	0.04163404629362	-0.0489027005128644	-0.0102703839971967	-0.0248504275774815	-0.0138832373018588
"SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A04_523474.CEL"	-0.0341332453291672	-0.087725602022571	0.0840312076640484	0.0482171225800412	0.476356953745874	0.0418308902614962	-0.0145580994368869	0.0152863399037197	0.0103013450526256	0.0117780447650759	-0.0084185530053335	0.00750411661350257	0.000465720594327422	0.019176996089053	-0.0258292743813222	-0.0156328034452065	-0.00760565508065454	0.043613097960681	-0.00697255392197507	0.0346939129051962	-0.00485657834415254	0.0271583752275761	0.0493681742053036	0.0527528262613871	0.100524859227159	0.0154630660529341	0.00988128926898289	0.0349090090358163	0.0221968990978018	0.024795303697058	0.0172172526882682	0.00857916829644438	-0.010760328814067	0.183065015376767	0.00710760271271822	0.0251366001633914	-0.00467496612764519	0.0055039929827955	0.0269924765090708	-0.0567548273899181	-0.0929011553543723	-0.00516642951352517	0.023735719308147	-0.00329862379172989	0.00460378931137465	-0.012533409286272	-0.0108569796124675	0.000989597643027783	-0.00679427290755664	-0.0175426129246957	-0.0175194638682945	-0.000495390071362151	-0.0175283739077765	0.0164907868731632	0.00795211820993841	0.00872851331408053	0.00219433452063904	0.0169295721485527	0.0133156274236849	0.01543606196009	-0.0199903285730333	-0.020039898051088	-0.0393684404992517	0.000635887049586944	-0.00176965655536219	0.00285208563825967	0.00677413937743134	0.0105816547346565	0.020366448841369	0.00276714414164131	0.144231159569887	0.00308876173644318	-0.000471499804046249	0.0100372402643842	0.0107792231113409	-0.0183629706747844	0.0197695573258929	-0.0523857947538987	-0.00567252152890131	0.12887232400505	-0.012468293930572	0.025440248923179	-0.0113144722039175	-0.0299492760469611	0.0208401670319961	0.0158346719766073	-0.0242101906563385	-0.00925961846902295	-0.0385061866785307	-0.026062132954187	-0.0103715410567523	0.0291414398220127	0.0561105448154826	0.0375189548961578	-0.00825712294936615	-0.00656294662567443	0.00521574904938676	-0.0165079584913282	-0.0809872821987537	-0.00712846066275866	-0.00299597838725874	-0.0132008031756731	-0.0233819983059967	-0.00640492767237832	-0.0140747889490357	0.00394926851486891	-0.00658487028181916	-0.0409987584732997	-0.111918137266356	-0.0772264788487625	0.011881945200353	0.0148346228308532	0.00857795441941335	-0.00720179028469645	-0.00161678260121782	0.00117584148565888	0.00274229937126532	0.000817488321018684	-0.0129313564073246	0.0401370599718867	-0.00385976718269872	-0.00246327575750314	0.0115821583434548	0.00622980601420144	0.0027460955251318	0.00835379538917385	-0.0205083572045391	-0.0193513799412353	-0.0122513007246076	-0.00201527545749006	0.0523086431180047	0.00360098550916125	-0.00447002159705444	-0.0252366866222455	-0.0348129199938285
"CASED_p_NCLE_RNA4_HG.U133_Plus_2_G02_383638.CEL"	0.0973488334970804	0.0947290061097792	0.0600781869372581	0.0700166218543804	0.440714901856506	0.0234506971965752	0.00988167107366163	0.00155099885662853	0.00357508834892578	0.0183003256410727	0.0054911590332218	0.00595355777302587	-0.00158326819082423	-0.0407789913519525	-0.000724687888313823	0.0227208106915341	0.00693903276119154	-0.0172131932716247	-0.0398640029168869	0.0039051879589556	0.0718691448301567	0.0292248858448687	0.0445961051648592	0.0490465444496018	0.0793537493927803	0.00504494706264874	0.0178484996425998	0.0541785329920685	0.00293163664386473	-0.0256650498859185	0.0232580430938643	0.0031548689482829	-0.0340963164976127	-0.0508648200925337	0.052177761755069	0.0298665504049528	-0.000589692882885155	0.0134726686235511	0.0161670687382326	0.0143642399174445	-0.0801722630351125	0.0436449251815796	0.015367817062661	-0.000270733606487038	0.0130194114941032	0.00831202200251192	-0.0122216941982371	0.0086767378963761	-0.00959897806086004	-0.00278106472597075	-0.00765838361975606	-0.00234202668131673	0.00873571240142436	-0.00666987459497355	-0.010157469756563	-0.00465728629612571	-0.00812671348258952	0.0148254080714028	0.00179331437713603	-0.00597352526164293	-0.00711841709983791	-0.0305620922256547	-0.0166225500535185	0.00500630263043549	0.0161233390130264	-0.00300763898416382	-0.000244714686338711	0.00565023079525474	0.0105364397564291	-0.0090100979248339	0.01657086396343	-0.0187638594067162	0.132610277400528	0.0104305961638447	0.00586350151884982	-0.0213990935037674	-0.0171224950445988	0.0575200630673659	0.000962729564745858	0.127966661105426	0.0133913640834979	0.0164242022003192	-0.0312980507223807	-0.0319558673505347	0.0750427546502739	-0.0323068506876802	-0.0425275631320941	-0.0104467613725058	-0.0431774485280206	-0.0276696933582316	0.0529758910788977	-0.063570542292568	0.0689694888416843	-0.0302727633101274	-0.0174611955849862	0.0116756191166663	0.0115000595385084	0.0352539500115639	-0.0404164990572978	-0.055390786347897	-0.0120372819956925	-0.0333677139510742	-0.00924564612543478	-0.023899657476398	-0.019206484420133	0.00752764560067699	-0.0135939265106768	-0.058249580994828	-0.0692787518207918	-0.0774141286815637	0.00227034849937455	0.0195343421128945	0.0192570750932385	0.0182453611393339	-0.000143999277732404	0.00874933124262714	-0.000241412240074428	0.0110487017190345	0.0212266228295817	0.021839650107387	-0.0185880518582243	0.00907423543157855	-0.0218057286544371	0.00494549018326557	0.00419537645820091	-0.00433655255338753	-0.0220957254863578	-0.00200341400977172	-0.00823346674083335	0.0093629402686651	0.0464867909521678	-0.0102240598529862	-0.00137399221403393	-0.0265092728932774	-0.043964999868763
"GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_G02_587654.CEL"	0.177997435129371	0.133817935343323	0.0808334572094961	0.0898300512841046	0.383079269768248	0.0512036126524321	0.0106729738181457	0.0124065930922645	0.00772352017253079	0.00434235332701211	0.0103626318932783	0.000530461384737256	0.00261362241791977	0.0171092699299575	0.0377815922181786	0.0136206685892889	0.0144351051133473	-0.0299571884711234	-0.00308749593164971	0.0118120669308837	0.0641328252220887	0.0149785156613694	0.0466697410585491	0.0459084730830173	0.0840517475114871	0.00475977061594562	0.00598319979295428	0.0471613605867106	0.0098424827233352	0.012939242645722	-0.00550431418149403	0.0127576634344798	0.000375006108232795	0.0402522046098943	0.00747824317587504	0.0334236817283199	-0.00864166444484473	0.0336796555942201	0.0354725113799921	0.0578097732175945	0.0953915885677412	0.0102769675286855	0.00213559506674092	-0.00747205336167174	-0.00145956957180059	-0.0147930064924078	-0.0106615322703909	-0.000110947081305378	-0.0198261768338645	-0.01493394643902	-0.0285776861922405	-0.00868636938173392	-0.0328318205281743	-0.000972855002652365	-0.0231566291534727	0.00764355815697428	0.00436096389968747	0.0129790429334888	0.000392915370675007	0.00786281283427042	-0.00784838687047907	-0.00234429300465365	-0.0294479282393541	0.00755785134653533	0.00610558158126733	-0.00121412756248036	0.0102525136549973	-0.00762367496126269	-0.00356701563217587	-0.010058290777449	0.100909109385345	-0.0111469092396682	0.00112838930921495	0.00705693387554305	-0.0161087463241169	-0.0637534178691218	-0.00972862861971293	-0.0838070545366898	0.00175196304313513	0.124530684111289	-0.0255349466338171	0.00726418952044333	-0.0102567674502676	-0.0158873564214014	-0.0285467806987361	-0.0413924357592625	-0.0315957573395482	-0.0309094629428825	-0.051169786029369	-0.0165840274857458	0.0188775777368311	-0.0433368240259702	0.0495741760349508	0.0429218617601792	-0.0581010795256902	-0.101311552503935	-0.0595576033316675	-0.0141311738082295	-0.0593812721047613	-0.0984011297298002	-0.015066509424602	0.00485796574579313	-0.0191666953251485	-0.00188298641907877	-0.0104301149335368	-0.00713462984619903	-0.0172861559935705	-0.0504140892841416	-0.100185960155169	-0.0491818252987902	0.0117200468896809	0.0275384927050563	-0.0200372092300875	0.00949501654172155	0.00874846583513574	0.0064980016415308	0.0197779785631666	0.0037484482790031	0.0129293282702903	0.0213528123795016	-0.00962917265532658	0.00286960571271592	0.0167687315712511	0.0185548176143267	0.0237700144679295	0.00413585567518502	-0.023798093487514	0.00750084725847072	-0.0154231609892908	-0.02161730175036	0.0479752979999265	0.00448358508662796	0.004675063527261	-0.0327742386488062	-0.0200555769874051
