"V94_GEO"	"V479_GEO"	"V281_GEO"	"V844_GEO"	"V238_GEO"	"V455_GEO"	"V626_GEO"	"V817_GEO"	"V461_GEO"	"V294_GEO"	"V157_GEO"	"V458_GEO"	"V54_GEO"	"V112_GEO"	"V804_GEO"	"V337_GEO"	"V822_GEO"	"V370_GEO"	"V205_GEO"	"V838_GEO"	"V611_GEO"	"V25_GEO"	"V792_GEO"	"V830_GEO"	"V519_GEO"	"V790_GEO"	"V393_GEO"	"V222_GEO"	"V270_GEO"	"V286_GEO"	"V731_GEO"	"V703_GEO"	"V710_GEO"	"V67_GEO"	"V537_GEO"	"V645_GEO"	"V810_GEO"	"V802_GEO"	"V190_GEO"	"V677_GEO"	"V14_GEO"	"V52_GEO"	"V759_GEO"	"V851_GEO"	"V180_GEO"	"V504_GEO"	"V663_GEO"	"V820_GEO"	"V189_GEO"	"V657_GEO"	"V400_GEO"	"V834_GEO"	"V702_GEO"	"V684_GEO"	"V392_GEO"	"V155_GEO"	"V362_GEO"	"V386_GEO"	"V570_GEO"	"V149_GEO"	"V166_GEO"	"V823_GEO"	"V772_GEO"	"V435_GEO"	"V452_GEO"	"V68_GEO"	"V527_GEO"	"V37_GEO"	"V821_GEO"	"V632_GEO"	"V689_GEO"	"V533_GEO"	"V662_GEO"	"V658_GEO"	"V678_GEO"	"V227_GEO"	"V628_GEO"	"V119_GEO"	"V405_GEO"	"V469_GEO"	"V719_GEO"	"V308_GEO"	"V40_GEO"	"V473_GEO"	"V814_GEO"	"V150_GEO"	"V268_GEO"	"V159_GEO"	"V648_GEO"	"V794_GEO"	"V260_GEO"	"V385_GEO"	"V746_GEO"	"V17_GEO"	"V493_GEO"	"V464_GEO"	"V562_GEO"	"V723_GEO"	"V675_GEO"	"V743_GEO"	"V774_GEO"	"V184_GEO"	"V23_GEO"	"V13_GEO"	"V750_GEO"	"V403_GEO"	"V100_GEO"	"V83_GEO"	"V681_GEO"	"V590_GEO"	"V118_GEO"	"V27_GEO"	"V592_GEO"	"V528_GEO"	"V255_GEO"	"V484_GEO"	"V142_GEO"	"V327_GEO"	"V625_GEO"	"V231_GEO"	"V423_GEO"	"V375_GEO"	"V451_GEO"	"V241_GEO"	"V261_GEO"	"V284_GEO"	"V287_GEO"	"V219_GEO"	"V576_GEO"	"V431_GEO"	"V140_GEO"	"V256_GEO"
"GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	0	0	0	0	0.60250661615822	-0.620627413686635	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	-0.799411402505149	0	4.82163733276644e-17	-0.409020273028696	-4.82163733276644e-17	-0.91769212772967	0.585328058791487	0	0.864410087934078	0	-0.488257814259469	0	0	1.87146963393857	0.444379076658942	0	0.526510395816821	0.434745052052438	0	-1.06497716169931	-0.462265601550193	0	4.82163733276644e-17	-1.76620088906432	4.82163733276644e-17	4.82163733276644e-17	-0.615348609135423	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0.544930965962671	0	4.82163733276644e-17	0	1.00209486980252	0	4.82163733276644e-17	-0.969671212224937	4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0	0	1.38419281903081	0	-0.545986736768818	0	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0.597506137555652	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	-1.27006587179255	-1.07945916945984	0	0	-0.765673132666857	1.02133600559633	0.564494084367971	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	-0.897344140103738	4.82163733276644e-17	0	0	0	-1.03559515995566	-0.846444100173623	-2.55858374799737	-6.00430893143635
"GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	0	0	4.82163733276644e-17	0	0	-0.746140365010934	0	0	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	0	0	0	0	0	0	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	-0.930629274881134	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-1.16316763491557	0.709344105963538	0	0	4.82163733276644e-17	-0.607272377705251	0	0	2.28121481774451	0.560604263619925	4.82163733276644e-17	0.64766880271865	0.550304553803085	0	-0.517737623231791	-0.579674088278595	0	-4.82163733276644e-17	-1.22337266920917	0	4.82163733276644e-17	-0.740647084900913	0	4.82163733276644e-17	0	0	0	0.667037629038922	0	0	0	1.13725151459856	0	0	-1.10432498051926	0	-4.82163733276644e-17	0	0	0	0	0	0	0	0.674873058662157	4.82163733276644e-17	-0.668146206714754	0	0	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0.722055607477722	0	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	-1.53297315577517	-1.33407118664501	0	0	-4.82163733276644e-17	0	0	0	0	0	-4.82163733276644e-17	0	0	0	0	0	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	1.02204623912493	0	-4.82163733276644e-17	-2.69586480310616
"GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS"	0.855894987418171	0.578353711660688	1.4890477626066	1.31493585209429	-0.610123638464381	-1.23535347432005	1.41865627345341	0	4.82163733276644e-17	-0.604610170182359	0	4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	0.514590458440375	-0.47120665808027	0	-0.518736539716274	0	-0.810722032139928	0	0	4.82163733276644e-17	-0.407669771918441	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	0	-1.11535282838075	-4.82163733276644e-17	0	4.82163733276644e-17	0	-0.655720809341711	-4.82163733276644e-17	0	0	0	-0.664346871989807	0.452814051413364	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-0.363382812328613	0.209467464156496	0	3.14268123067478	0.323717664191592	0	0.398373893521129	0.315084077098307	0	-0.288099301002618	-0.339820924244902	-0.750270372387573	0	-0.715776579190415	0	0	-0.480859235561781	0	-0.617620766101916	1.06375225467127	0	0	0.415345626275544	0.43034843193469	1.08261858172214	0	0.852209580197738	4.82163733276644e-17	0	-0.820579896935995	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0.422244901303955	4.82163733276644e-17	-0.416320603000777	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	1.1454020379008	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0.464171287093274	0	-0.472395954870686	4.82163733276644e-17	-0.403912459888703	0.37066488542236	-4.82163733276644e-17	0	0	4.82163733276644e-17	-0.989803969571551	-0.812072265979298	0	-0.938304569516918	0	0	0.433449572720109	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	-0.525773751886898	0	0.619521787860156	-0.544856359378618	0.742027542323231	-0.701024509312899	0	-1.82143190245756
"GO_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS"	0.962549803798826	0.677689906924854	1.60141508155463	1.52503419064196	-0.710604414159901	-1.44299054591496	1.63158192058563	0	0	-0.704899622231107	0	0	0	4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	1.14648495025148	-0.375428030911715	0	0	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	-0.522684161402341	-4.82163733276644e-17	0	0	0	-0.757675834784741	0	0	0	0	-0.842271662603183	0.546426546840295	0	0	4.82163733276644e-17	-0.451307853608305	0.282055698476519	0	3.70936581215244	0.408511161648556	0	0.48872566878995	0.399134667619264	4.82163733276644e-17	-0.369667071149615	-0.42593923802016	-0.854755208824299	4.82163733276644e-17	-0.89765563547862	0.636619209290822	-4.82163733276644e-17	-0.575944443813846	-0.91640435659617	0	0.497615628698597	4.82163733276644e-17	4.82163733276644e-17	0.50677616357827	-4.82163733276644e-17	0.50677616357827	0	0.958798245170551	4.82163733276644e-17	4.82163733276644e-17	-0.926574307532843	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-0.335972419106942	4.82163733276644e-17	-4.82163733276644e-17	0	-4.82163733276644e-17	0.514097157787574	0	-0.507811310473254	4.82163733276644e-17	4.82163733276644e-17	0	1.25573300092861	0	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0.558395657254603	0	-0.56705012983567	-4.82163733276644e-17	-0.494622916849296	0.459118997376719	0	0	-4.82163733276644e-17	0	-1.18780275353135	-1.00046106752796	0	4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	-9.64327466553287e-17	0	0	0	0	0	0	0.720321933928293	-0.642867418435307	0.846316441006812	-4.82163733276644e-17	0	-2.14079451127281
"GO_GTP_METABOLIC_PROCESS"	-1.2311830513511	0	0	0.601650079756516	0.545391158829156	-0.563072112768127	0	-0.736323170837063	4.82163733276644e-17	0	-0.64368478721729	0	-0.534526751701851	0.485304883106462	0	0	-0.547857373676454	0	0	0	-4.82163733276644e-17	-0.415687355491448	-0.547857373676454	0.65894735719276	0	0	0	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	-0.738492656698642	-4.82163733276644e-17	0	-0.358344206797514	0.924227972008006	-0.290825645494578	0.528650408725532	-0.466726100171055	-4.82163733276644e-17	-1.63779486753718	-0.434497015870235	0.267877515683085	-1.51729702243985	0.343566861787841	0	0	1.20792606075109	1.01485537705551	0	-0.353941832360068	-0.409436181305653	0	-0.352698248238623	0	0	0	-0.557919185445583	4.82163733276644e-17	-0.699378763160464	0.480300885126966	-0.431969889801099	4.82163733276644e-17	1.24640949065153	0.505124268028515	0	0	0.938837634911058	0	4.82163733276644e-17	-0.906713250653055	0	1.12607836578666	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0.483293124694168	0	0	0.496619216689275	-4.82163733276644e-17	-0.490394678958013	-4.82163733276644e-17	0	0	4.82163733276644e-17	-0.51166355496397	0	0.451950972093451	0	0	1.35583659651055	4.82163733276644e-17	0	4.82163733276644e-17	0	0.442218138006595	4.82163733276644e-17	0	-4.82163733276644e-17	-1.43189111364768	-2.0377400048199	-0.964499346571432	0	1.32558871400504	4.82163733276644e-17	-0.50946813558865	-4.82163733276644e-17	0	0.800021370127653	4.82163733276644e-17	0	0.513874888114728	0	0	0	0	4.82163733276644e-17	0	0	0	0.701332954417509	-0.624348187638178	0	-4.82163733276644e-17	0	0
"GO_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY"	0	-4.82163733276644e-17	0	0.705540021322591	0	0	0	-0.844305145074028	0	4.82163733276644e-17	4.82163733276644e-17	1.02873677892	-4.82163733276644e-17	0	0	0	-0.649631171203118	0	4.82163733276644e-17	1.24025955631431	-0.450562690572134	4.82163733276644e-17	-0.649631171203118	0	0	0	0	-0.548057956182483	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0.350442661484379	-4.82163733276644e-17	0.433242608218852	4.82163733276644e-17	4.82163733276644e-17	0.569635590266321	0.475658694325106	0	-0.44444700462523	0	0	0	0	0.722618766208626	-4.82163733276644e-17	-0.660114131422107	-1.00785453278339	4.82163733276644e-17	0	0	0	0.588431502744292	0	0	-4.82163733276644e-17	1.05078187597817	0	0	-1.01815768091248	-0.600473561741697	0	0	0	-0.408529925966796	0	0	0	0	1.47945001599976	4.82163733276644e-17	-1.46563846683267	0	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	0	1.57617515851657	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0.53871389397279	0	4.82163733276644e-17	0	-0.679263569537691	-1.36373302170349	-1.16983084443348	4.82163733276644e-17	0	-4.82163733276644e-17	1.07013462275056	0.608371883226587	0	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-0.945320244074236	0	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0
"GO_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS"	0.69545454155374	0.433308251777212	1.31636577125071	1.0063413580599	-0.462693348232223	-0.931955558844292	1.10407269349583	0	0	-0.457579129441468	4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0.871244060428257	0	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-9.64327466553287e-17	-0.299689563319916	0	0	-4.82163733276644e-17	0.201375819121023	-0.505205990617862	-0.198002774148993	-0.202559298990466	4.82163733276644e-17	0	-0.422235614100596	0.319557852919379	0	0.564193316796684	0	-0.241599737157686	0.185596560737407	-0.193873576465201	2.33170380210305	0.208140685195416	0	0.757010985586958	4.82163733276644e-17	-0.196873109202876	-1.04159355666443	-0.221628436482221	-1.46245912712666	-0.202053875026054	-0.921750491689428	0.397083635623692	0	-0.344592046363772	-0.651989462488983	-4.82163733276644e-17	0.773705965385172	-0.239569335413378	-0.766231269384405	0.286520708666931	-4.82163733276644e-17	0.286520708666931	0	0.691909784425031	4.82163733276644e-17	0	-0.661542415717842	0	0	0	-0.199110497209044	0	0	-4.82163733276644e-17	0	0	1.47838853600602	0	-0.287373973416033	4.82163733276644e-17	0	0	0.977105074872463	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0.329666035678202	-4.82163733276644e-17	-0.337011669271089	0	-0.768082230479772	0.247825294609281	-4.82163733276644e-17	4.82163733276644e-17	0.202617961709205	4.82163733276644e-17	-0.706592997700529	-1.06095700107797	4.82163733276644e-17	4.82163733276644e-17	0.571489927913267	0.710004695595705	-1.36843721669417	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	0.591799218454742	-4.82163733276644e-17	-0.503225034728484	0	-1.46245912712666	-0.385163108268182	4.82163733276644e-17	0.471424501866625	-0.402560839650503	0.586600956391501	-0.547793549030437	-1.61615656114934	-6.03626431587734
"GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	-0.892446449068258	-0.297471990606246	2.50340216626325	4.50349177798382	-0.799423424770265	-1.10882767830766	1.35407188928303	0.226884908500851	-0.278736564074031	-0.789493793985926	-0.255319153255312	0	4.82163733276644e-17	0.195459880648983	0	0.630156375917219	-1.06756734123603	0	0.88482527777632	0.663504185841098	-0.580106095971905	-0.178083527475011	-0.555559785376771	0.742458078906119	0	-0.234416543809601	-0.552586079110673	4.82163733276644e-17	4.82163733276644e-17	0.201578785395912	-0.952899703353075	0.234416543809601	0	4.82163733276644e-17	0	-0.882191332032827	-0.139810606056678	0	0	-0.201176070529698	0	-0.194425884745549	0.220672811517398	0.379952409223022	0.388658151882052	0	0.516933060679866	4.82163733276644e-17	1.40881039291711	4.82163733276644e-17	0	0.434424367595448	0.165875132233216	-0.561341238999338	-0.366150239025074	0	-1.05701380284127	0.489176724360003	-0.828395446139924	0.236627050664214	-0.186334491363495	0.486016946956231	-0.459023128329876	-0.812953796578069	1.43831767362885	-1.84398634211653	-1.39675069525068	-4.82163733276644e-17	0	0.911120609768594	-0.264103895979376	0.49559956030283	0.191168340003949	0.200472153538083	1.17506993094491	-0.19774681309866	-4.82163733276644e-17	-0.201223557578964	-0.139859330479482	-0.139858326037162	-0.201223557578964	0.195122390073786	0.190547360416236	-4.82163733276644e-17	0.930310040449621	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	0.764671301617388	0	4.82163733276644e-17	0.188609451053863	0	-0.191168340003949	0	0.764671301617388	0.723252365409791	0	-0.879411849732487	0	0.201578785395912	-0.186567371179751	0	0	-0.393888157809241	-0.581665352873702	4.82163733276644e-17	-0.572778202791749	0.386442839851225	0.51228960675648	-1.736727402346	4.82163733276644e-17	0	0.927659739642391	0	-0.522765871852515	0.201348886931492	0.404590358688807	0.21272025232693	-0.326390708476174	-4.82163733276644e-17	-1.87413439722356	-1.22244658700019	0	0.298983457974169	-1.27701218976619	-1.39718188105024	-0.965466647244873	-2.38980513908573	-7.10259886240307
"GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS"	-0.712084798235411	-0.435773703073482	-1.37379912748003	3.54712077995036	-1.10723626952853	-0.862671908678716	1.83730347764507	0	-0.414248626245423	0.621167415608339	0	0	-0.294818948061334	4.82163733276644e-17	4.82163733276644e-17	0.343605365293162	-0.305808696604634	0	-0.347252362403972	4.82163733276644e-17	-0.961902912768064	0	0.596831466075713	0.400291311316895	-0.251822035867837	0	-0.715146966982961	0	4.82163733276644e-17	-4.82163733276644e-17	-1.39612431898264	0	0.277963382135699	0	0.196986482007295	-0.470562291622457	-0.191223679257232	-0.199894876521012	0	0	-0.183287230382763	0.290001392410506	4.82163733276644e-17	0.528449770132996	0.202463478211938	-0.215343555244889	0.174414093343706	-0.393229117599412	2.14859285393861	0	0	0.692198339403906	0.531625486525657	-0.189518025365539	-0.945055412718297	4.82163733276644e-17	-0.558190208258833	0.647427386214618	-0.829381736393873	0	-4.82163733276644e-17	0.64403044477477	-4.82163733276644e-17	-0.435773703073482	2.05879911222793	-1.17736570448539	-1.74175511972804	0.258247297225773	0.270886378575107	0.725160626050792	0	0.654325274190717	0	4.82163733276644e-17	-0.624339366556376	0	4.82163733276644e-17	0	-0.192972045330222	-0.192178522884517	0	-4.82163733276644e-17	4.82163733276644e-17	0	0.738579771711537	-4.82163733276644e-17	-0.259065457998319	-4.82163733276644e-17	0	0	0.937090501490346	-0.276171238952937	0	4.82163733276644e-17	0	4.82163733276644e-17	0.299746106499593	-0.348480384325673	0.894168201531592	-0.223967139305531	-1.31294958619753	0.22126822677477	0	0	0	0	-0.64332515895195	-0.96379932165403	0	-0.736550256901967	-0.440989397190786	-4.82163733276644e-17	-0.514587611649191	0	0	0	0	-0.683401448037368	0	0.555601079305542	0.336473918055101	-0.468621635019806	0	-1.38497060215111	-1.69452727389969	4.82163733276644e-17	0.437501428532261	-0.978577649679583	-1.47224886236283	-1.28718155835918	-1.50582857916692	-5.69456277279045
"GO_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS"	1.02947120372522	0.740901385418199	-2.48378998864851	4.15829480213974	-0.774398615976412	-0.642304134515431	-0.784278559444733	0.685089353625644	-4.82163733276644e-17	-0.768596485814708	-4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	0.673151401428032	0.820006200974559	0	1.45228327122234	0	-0.429717313223606	0	0	0.740901385418199	-0.557530424128906	-0.695881151923773	0	-0.52597842662701	0	0	1.08226829173294	0.695881151923773	-4.82163733276644e-17	-4.82163733276644e-17	0.412656890202992	-0.822219184245439	0	-0.433807984193203	0	0	-0.959479258509733	0	0.67609765605961	4.82163733276644e-17	0	-0.508652303997997	1.65624546843129	-0.362377133039422	1.9415628968469	0.464225337414583	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	-0.482344265541051	0	0	-1.0169023735717	0	0	0	0	-0.782281109794868	2.42450115118669	-1.28644650168725	-2.52884254347045	-4.82163733276644e-17	-4.82163733276644e-17	0.56593472190649	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	-0.391849028478722	0	0	0	0	0	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	1.32450432645889	0	-4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	0	1.32450432645889	4.82163733276644e-17	0	-0.553409729832262	0.51673796027806	0	0	0	0	-4.82163733276644e-17	-0.430394947796357	0	4.82163733276644e-17	-0.788306410364405	0	-0.871996738818062	0	4.82163733276644e-17	0	-4.82163733276644e-17	-1.05702815646366	-4.82163733276644e-17	0.917713410573902	0	-0.820006200974559	-4.82163733276644e-17	-0.920580496934264	-1.66499018223909	0	0	-0.705403020492546	-1.93284028141982	-0.869471094229481	-1.52900936007208	-3.49865424723686
